,text,date,headline,label,ner,ner_labels
476,"strong>ISLAMABAD: The Federal cabinet on Monday approved budget and taxation proposals for the fiscal year 2016-17.</strongPrime Minister Nawaz Sharif chaired the meeting through a video conference from Pakistan High Commission in London.The finance minister briefed the meeting about salient features of the budgetary proposals.The cabinet prayed for the successful procedure and early recovery of the Prime Minister.Earlier, the Prime Minister also chaired the meeting of National Economic Council that gave approval to the budget allocations of various sectors.",5/30/2016,Cabinet approves budget 2016 17 pr,business,"['ISLAMABAD', 'Federal', 'Nawaz', 'Sharif', 'Pakistan', 'High', 'Commission', 'London', 'National', 'Economic', 'Council']","['I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG']"
477,"strong>ISLAMABAD: The government has decided to keep the prices of petroleum products unchanged rejecting  the summary seeking revision of the prices.</strongFinance Minister Ishaq Dar confirmed the decision has been taken on the special directives of Prime Minister Nawaz Sharif,On Monday, the Oil and Gas Regulatory Authority (OGRA) sent a summary to the Ministry of Petroleum and Natural Resources suggesting an increase in prices of petroleum products for the month of June.According to sources, the ministry requested a hike of 0.85 rupees per litre for petrol, 2.18 rupees per litre for high octane, 6.69 rupees per litre for diesel and 3.97 rupees per litre for kerosene oil. ",5/31/2016,POL prices to remain unchanged,business,"['ISLAMABAD', 'Ishaq', 'Dar', 'Nawaz', 'Sharif', 'Oil', 'and', 'Gas', 'Regulatory', 'Authority', 'OGRA', 'Ministry', 'of', 'Petroleum', 'and', 'Natural', 'Resources']","['I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
478,"strong>Germany has slipped out of the top 10 most competitive economies in the world, falling two places to 12 from last year, a study by Swiss business school IMD showed on Monday.</strongThe study, based on a worldwide survey of 5,400 managers assessing 342 criteria, showed that a diminished assessment of Germany's government and the economy's performance were the main reasons for the drop, IMD director Arturo Bris said.""The biggest danger for Germany is self-satisfaction,"" Bris said. ""If it rejects that, it will get back into the top ten.""Hong Kong came top in the survey this year, followed by Switzerland and the United States.",5/31/2016,Germany slips out of global competitiveness top 10,business,"['Germany', 'Swiss', 'IMD', 'Germany', 'IMD', 'Arturo', 'Bris', 'Germany', 'Bris', 'Hong', 'Kong', 'Switzerland', 'United', 'States']","['I-LOC', 'I-MISC', 'I-ORG', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
479,"strong>Oil prices inched up toward $50 a barrel on Monday, although uncertainty ahead of an OPEC producer-group meeting later in the week was expected to cap gains.</strongThe Organization of the Petroleum Exporting Countries meets in Vienna on Thursday and most analysts did not expect any changes in the group's production.While OPEC has been unable to agree on an output freeze to support prices, Iraq was the latest Middle East producer to raise its export quota ahead of the meeting, supplying 5 million barrels of extra crude to its partners in June.""So far there's pretty much a consensus that nothing will happen and that the same strategies will continue, which are basically produce as much as you want and go for market share,"" said energy economist James L. Williams of WTRG Economics in Arkansas.Price moves will be choppy in the run-up to the meeting, Williams added.Brent crude futures LCOc1 settled up 44 cents at $49.76 a barrel, reversing losses from earlier in the day. There was no settlement in U.S. West Texas Intermediate, or WTI, crude futures CLc1 because of the U.S. Memorial Day holiday, but at 1839 GMT WTI was up 27 cents at $49.60.Trade was subdued because of public holidays in Britain and the United States, where Memorial Day is seen as the traditional start of U.S. summer driving season.Vienna-based consultancy JBC Energy said global oil demand rose by 1.5 million barrels per day in January-April. That was stronger than many forecasts and stemmed from strong consumption in the United States, China and India.U.S. crude output also dropped to its lowest since September 2014 after drillers cut rigs for the ninth week in 10 despite the recent rally in oil prices.However, an expected rise in Canadian oil sands production could weigh on WTI. Suncor Energy (SU.TO) is planning to ramp up output at its fields in Alberta this week after it was forced to shut them down earlier in May because of massive wildfires.Outages because of wildfires in Canada and unrest in Libya and Nigeria helped to push oil prices to a seven-month high in recent weeks.",5/31/2016,Oil prices edge higher in thin trade OPEC eyed,business,"['OPEC', 'Organization', 'of', 'the', 'Petroleum', 'Exporting', 'Countries', 'Vienna', 'OPEC', 'Iraq', 'Middle', 'East', 'James', 'L', '.', 'Williams', 'WTRG', 'Economics', 'Arkansas', 'Williams', 'Brent', 'LCOc1', 'U', '.', 'S', '.', 'West', 'Texas', 'Intermediate', 'WTI', 'CLc1', 'U', '.', 'S', '.', 'GMT', 'WTI', 'Britain', 'United', 'States', 'U', '.', 'S', '.', 'Vienna', '-', 'based', 'JBC', 'Energy', 'United', 'States', 'China', 'India', 'U', '.', 'S', '.', 'Canadian', 'WTI', 'Suncor', 'Energy', 'SU', 'Alberta', 'Canada', 'Libya', 'Nigeria']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
480,"strong>ISLAMABAD: The tall claims of the government to end loadshedding have failed as shortfall of electricity has exceeded 6,500 megawatts in the country.</strongThe demand of electricity has reached upto 22000 MW while power generation could not be enhanced from 15,523 megawatts. The duration of loadshedding in urban areas is 12 to 14 hours while in rural areas this duration has reached from 16 to 18 hours.Owing to severe power outages, the business have stand blocked in almost all the major cities of the country. The shopkeepers in markets and bazaars have been using hand fans to meet their requirements while customers have been confined in their houses.The public circles are of the view that the government should focus on ending the line losses so that people could not face the long duration of power outages.",6/1/2016,Power shortfall exceeds 6500MW,business,['ISLAMABAD'],['I-ORG']
481,"strong>NEW YORK: A major conference aimed at building business-to-business linkages between U.S. and Pakistani businesses and to generate networking opportunities for them will get underway in New York on Thursday.</strongThe first to be held in the United States, the two-day U.S.-Pakistan Business Opportunities Conference (June 2-3) is the fourth in a series. The previous conferences took place in London, Dubai and Islamabad.Officials said that 2016 conference will highlight business opportunities for U.S. and Pakistani businesses, with particular focus on fashion apparel, health care, information communication technology, and agriculture. It will bring together over 250 industry representatives, investors, and government leaders from the two countries and will feature emerging professionals and entrepreneurs Pakistans delegation will be led by Commerce Minister Khurram Dastgir Khan, and will also include Ambassador to the United States Jalil Abbas Jilani.The U.S. delegation will be led by Bruce Andrews, Deputy Secretary of Commerce and will include Fred Hochberg, Chairman of the Export-Import Bank of the United States;Ambassador Richard Olson, U.S. Special Representative for Afghanistan and Pakistan; Larry Sampler, USAID Assistant to the Administrator for Afghanistan and Pakistan; and Ziad Haider, U.S. Special Representative for Commercial and Business Affairs.Vice Chairman of General Electric John Rice will also deliver a keynote speech.Conference official said the Business Opportunities Conference is another sign of the growing cooperation between the two economies.",6/1/2016,moot forge closer Pak US businesses bonds begins Thursday,business,"['U', '.', 'S', '.', 'Pakistani', 'New', 'York', 'United', 'States', 'U', '.', 'S', '.', '-', 'Pakistan', 'Business', 'London', 'Dubai', 'Islamabad', 'U', '.', 'S', '.', 'Pakistani', 'Pakistans', 'Khurram', 'Dastgir', 'Khan', 'United', 'States', 'Jalil', 'Abbas', 'Jilani', 'U', '.', 'S', '.', 'Bruce', 'Andrews', 'Commerce', 'Fred', 'Hochberg', 'Export', 'Import', 'Bank', 'United', 'States', 'Richard', 'Olson', 'U', '.', 'S', '.', 'Afghanistan', 'Pakistan', 'Larry', 'Sampler', 'USAID', 'Afghanistan', 'Pakistan', 'Ziad', 'Haider', 'U', '.', 'S', '.', 'Commercial', 'General', 'Electric', 'John']","['I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER']"
482,"strong>Gold rose early on Wednesday after closing up the previous day for the first time in ten sessions, supported by an easing dollar and weaker Asian stocks.</strongstrong>FUNDAMENTALS</strong* Spot gold had climbed 0.2 percent to $1217.08 per ounce by 0037 GMT. Bullion gained 0.8 percent on Tuesday in its biggest one-day gain since May 13.* U.S. gold was up 0.2 percent at $1219.8.* Asian stocks sagged on Wednesday as a slip in crude oil prices dampened investors' appetite for riskier assets, while the recently bullish dollar stalled against the euro and yen following a mixed bag of U.S. economic data.* MSCI's broadest index of Asia-Pacific shares outside Japan fell 0.3 percent.* The dollar index pulled back from Monday's two-month peak of 95.895 to stand at 95.802.* U.S. consumer spending recorded its biggest increase in more than six years in April as households stepped up purchases of automobiles, suggesting an acceleration in economic growth that could persuade the Federal Reserve to raise interest rates soon.* The U.S. economy is on track to grow by a 2.9 percent annualised rate in the second quarter following surprisingly strong data on domestic personal spending in April, Atlanta Federal Reserve's GDPNow forecast model showed on Tuesday.* Prime Minister Shinzo Abe is essentially giving up on fiscal reform by postponing a sales tax hike for two and a half years, putting Japan's credibility on the line and heightening the risk of a credit downgrade that could lift corporate borrowing costs.* The U.S. Mint sold 76,500 ounces of American Eagle gold coins in May, down 27.5 percent from the previous month, according to the latest data.strong>MARKET REPORT</strong* Oil prices dipped on Tuesday as a stronger dollar and slide in equity prices sparked profit-taking, but crude futures posted a fourth straight monthly gain as investors bet the global glut was slowly easing.",6/1/2016,Gold extends gains as dollar Asian stocks ,business,"['Asian', 'GMT', 'U', '.', 'S', '.', 'Asian', 'U', '.', 'S', '.', 'MSCI', 'Asia', '-', 'Pacific', 'Japan', 'U', '.', 'S', '.', 'Federal', 'Reserve', 'U', '.', 'S', '.', 'Atlanta', 'Federal', 'Reserve', 'Shinzo', 'Abe', 'Japan', 'U', '.', 'S', '.', 'Mint', 'American', 'Eagle']","['I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC']"
483,"strong>ISLAMABAD: Pakistan´s government revenue collection inched up 10.4 percent to in the first nine months of the fiscal year ending June 30, the finance ministry said on Thursday.</strongExports through April slowed by 9 percent year-on-year to $18.8 billion, weighed down by crop failures production of main export cotton, Finance Minister Ishaq Dar told reporters.The current account deficit through March eased a bit to $1.6 billion, or 0.6 percent of GDP, according to ministry figures.In a press conference ahead of the report´s release, Dar had said the current account deficit number was $1.52 billion.Foreign direct investment through April was $1.03 billion, compared with $907 million the same period of the last fiscal year.Federal Minister for Finance Ishaq while launching the Economic Survey, a day before presenting annual budget for 2016-17, shed light on macroeconomic performance achieved by the country in outgoing financial year.The government, however, missed GDP target largely due to poor performance in agriculture sector.  The agriculture sector witnessed decreased by 0.19 pc, missing the growth target, which was set at 3.9 pc.The country, he said missed target in the agriculture sector due to 28 percent decline in cotton crop , adding that the government announced Rs600 billion Kissan package during the current fiscal year. He said the government would announce package for growth in agriculture sector in the next fiscal years. He said the budget deficit for the current year remained 1.52 billion dollars. The country, however, seemed to have made significant achievement in industrial sector where growth rate was recorded at 6.8 pc against the target of 6.4 pc. Services sector, the minister told media, also grew in outgoing fiscal year.Dar said Foreign Direct Investment increased by 5.4pc and most of it took place in oil and gas sector. Exports in last 10 months stood at USD18.18 billion, he said, adding that 10-month import bill stands at USD32.75 billion while foreign remittances stood at USD16.03 billion in 10 months./>       ",6/2/2016,Economic Survey Pakistan misses GDP targ,business,"['ISLAMABAD', 'Pakistan´s', 'Ishaq', 'Dar', 'Dar', 'Federal', 'Ishaq', 'Kissan', 'Dar']","['I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-PER', 'I-PER', 'I-PER']"
484,"strong>ISLAMABAD: The government on Friday allocated Rs 587.476 million in the Public Sector Development Programme (PSDP2016 17) for the four major ongoing schemes aimed at stepping up exploration activities of natural resources to achieve self reliance in the energy sector.</strongAccording to the PSDP, the projects approved by the CentralD evelopment Working Party (CDWP) and Departmental Development Working Party (DDWP) are being executed at an estimated cost of Rs 935.857 million without any foreign financial assistance.Under the programme, Rs 415.807 have been earkmarked to acquire four drilling rigs and their accessories for the Geological Survey of Pakistan.While Rs 131.619 million would be spent on appraisal of newlydiscovered coal resources in Badin and its adjoining areas of Southern Sindh.The funds amounting to Rs 28.700 million would be utilized in exploration and evaluation of metallic and minerals in Bela and Uthal areas of district Lasbella Balochistan.Similarly Rs 11.350 million have been reserved for exploration of Tertiary Coal in the Central Salt Range of Punjab.<br/> Currently the country is facing a huge gap between demand and supply of energy its total gas production was four billioncubic feet per day (bcfd) against the demand of 8 bcfd of gas.The oil production stands at 10 000 barrels per day while itsrequirement is seven to eight times higher than the production.",6/3/2016,Rs 587476 mln allocated to step up natural resources explorati,business,"['ISLAMABAD', 'Public', 'Sector', 'Programme', 'PSDP2016', 'PSDP', 'CentralD', 'Working', 'Party', 'CDWP', 'Departmental', 'Development', 'Working', 'Party', 'DDWP', 'Geological', 'Survey', 'of', 'Pakistan', 'Badin', 'Southern', 'Sindh', 'Bela', 'Uthal', 'Lasbella', 'Balochistan', 'Tertiary', 'Coal', 'Central', 'Salt', 'Range', 'Punjab']","['I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-LOC']"
485,"strong>ISLAMABAD: The government has allocated Rs 21486.487 million for the Higher Education Commission (HEC) for the Fiscal Year 2016-17 in the Public Sector Development Program (PSDP).</strongAccording to budgetary document released on Friday, a total amount of Rs5426.631 million has been earmarked for the new schemes of the HEC while Rs 16059.856 million would be spent on the ongoing schemes.The allocated amount for the new important schemes included Ph.D Scholarship Program under Pak-US Knowledge Corridor phase 1 with total funding of Rs 300 million while Rs 297.981 million has been earmarked for Strengthening &amp; Up gradation of the Universities of Less Developed Areas.An amount of Rs 200million has been allocated for the Women University Campuses at Pashin and Khuzdar.The ongoing schemes of the HEC included Establishment of FATA University for which Rs 250 million has been earmarked while Rs350 million would be spent on the establishment of University of Loralai Rs 50 million allocated for establishment of University at Sibi Balochistan.A sum of Rs 500 million has been earmarked for the Fulbright Scholarships Support Program of HEC USAID Phase 2 while Rs 900 mln would be utilized for Indigenous PhD fellowship for 5000 scholars HEC phase 2.A sum of Rs 105 mln woul dbe spent on provision of funds to the students from FATA and Balochistan students for higher education.An amount of Rs 70 mln would be utilized for theUpgradation of the Federal Government College for Women F 7 2 toFederal Women University Islamabad.",6/3/2016,Budget HEC to get Rs 21486487 mln for higher educati,business,"['ISLAMABAD', 'Higher', 'Education', 'Commission', 'HEC', 'Public', 'Sector', 'Development', 'Program', 'PSDP', 'HEC', 'Ph', '.', 'Pak', '-', 'US', 'Knowledge', 'Corridor', 'Universities', 'Women', 'University', 'Pashin', 'Khuzdar', 'HEC', 'FATA', 'University', 'University', 'of', 'Loralai', 'University', 'Sibi', 'Balochistan', 'Fulbright', 'HEC', 'USAID', 'Indigenous', 'HEC', 'FATA', 'Balochistan', 'Federal', 'Government', 'College', 'Women', 'Women', 'University', 'Islamabad']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-MISC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-ORG', 'I-LOC']"
486,"strong>ISLAMABAD: Pakistan Poultry Association (PPA) on Saturday confirmed that live poultry would be sold up to Rs 145 per KG in the market since government had not imposed new taxes on poultry products.</strongChick meat would also be available in the market up to Rs 200 per KG as the government upheld its promise of not imposing additional tax on poultry sector, Central Chairman PPA Khalid Saleem Malik told APP here.He said the government has announced big relief for the poultry sector and food industry related to poultry.He said because of these gestures from the present government the poultry sector would grow and contribute to the country s economy.Saleem Malik said the increase in chicken prices was due to high price inputs.He said in past large portion of local poultry production was shut down due to heavy losses incurred due to spread of disease among chicken and climate changes.The Central Chairman PPA said other reason which prompted upward poultry price was increasing prices of poultry medicines poultry feeds and other variables.Former President PPA Hassan Sarosh said the government has given relief to the poultry sector adding we would now maintain poultry prices as negotiated with the government.Chicken Wholesale Dealers Association representatives Abdul Majeed and Bilal Shoukat who owned poultry business in suburbs of Islamabad said prices had gone up because of shortage of chicken in the poultry farms.He said because of sound economic policies of the government the representatives of PPA and other stakeholders have agreed to maintain prices.It may be mentioned here that Finance Minister Ishaq Dar in his post budget press conference has announced to maintain prices of live chicken around Rs 145 per kilogram during the financial year 2016 17. The Minister said the representatives of Pakistan Poultry Association and other stakeholders have agreed to maintain prices for next two year.",6/4/2016,PPA confirms to keep chicken prices up to Rs 145 per Kg,business,"['ISLAMABAD', 'Pakistan', 'Poultry', 'Association', 'PPA', 'Central', 'PPA', 'Khalid', 'Saleem', 'Malik', 'APP', 'Saleem', 'Malik', 'Central', 'PPA', 'PPA', 'Hassan', 'Sarosh', 'Chicken', 'Wholesale', 'Dealers', 'Association', 'Abdul', 'Majeed', 'Bilal', 'Shoukat', 'Islamabad', 'PPA', 'Ishaq', 'Dar', 'Pakistan', 'Poultry', 'Association']","['I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG']"
487,"strong>COLOMBO:  The IMF on Saturday released the first tranche of a $1.5 billion bailout for Sri Lanka, which is reeling after a government spending spree and facing a balance of payments crisis.</strongThe International Monetary Fund said the formal approval of a 36-month loan under its Extended Fund Facility (EFF) will also help Sri Lanka secure another $650 million in other multilateral and bilateral loans.President Maithripala Sirisena´s administration sought an IMF bailout immediately after taking power in January last year, but the fund turned down the request, saying the country´s reserves were at a comfortable level then.However, the government faced a balance of payments crisis after it implemented its election pledges of higher public sector salaries and lower fuel and utility prices.The first instalment of $168 million out of the $1.5 billion will be made immediately, the IMF said.It noted that Sri Lanka´s economy was beginning to show signs of strain from an increasingly difficult external environment and said Colombo must increase tax collection and ensure exchange rate stability.""Tougher external conditions in the wake of China rebalancing and unwinding of unconventional monetary policies were not outside Sri Lanka´s past experience.""However, spillovers were magnified by domestic imbalances, as evidenced by higher volatility around the two elections (in 2015),"" the IMF said referring to the government increasing salaries and reducing prices as part of election pledges.The IMF said the bailout also provides for reform.""The new government´s economic agenda, supported by the EFF, provides an important opportunity to re-set macroeconomic policies, address key vulnerabilities, boost reserves, and support stability and resilience,"" the IMF said.Sri Lanka enjoyed a blistering economic growth rates averaging more than 8.0 percent for two years after a prolonged civil war ended in 2009.But the pace of expansion has since slowed, falling to 4.8 percent in 2015, down from 4.9 in the previous year, according to official data.In 2009, Sri Lanka received $2.6 billion from the IMF to boost its financial reserves, which dropped below $1 billion at the height of fighting between Tamil Tiger rebels and troops.",6/4/2016,IMF releases bailout cash Sri L,business,"['COLOMBO', 'IMF', 'Sri', 'Lanka', 'International', 'Monetary', 'Fund', 'Extended', 'Fund', 'Facility', 'EFF', 'Sri', 'Lanka', 'Maithripala', 'Sirisena´s', 'IMF', 'IMF', 'Sri', 'Lanka´s', 'Colombo', 'China', 'Sri', 'Lanka´s', 'IMF', 'IMF', 'EFF', 'IMF', 'Sri', 'Lanka', 'Sri', 'Lanka', 'IMF', 'Tamil', 'Tiger']","['I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-ORG']"
488,"strong>ISTANBUL: Turkish authorities have sunk an A300 Airbus jet off a resort on the Aegean Sea with the aim of boosting diving tourism in the region, reports said Sunday.</strongThe giant plane was put to the bottom of the sea Saturday afternoon off the popular resort of Kusadasi in Aydin province, the Dogan and Cihan news agencies reported.The sinking of the giant plane -- with a wingspan of 44 metres (144 feet) and a length of 54 metres (177 feet) -- is aimed at promoting artificial reef diving which is hugely popular with experienced divers.Once sunken, the plane acts like a reef, becoming a magnet for underwater flora and fauna.<br/>The 36-year-old aircraft had been bought by Aydin municipality from a private aviation firm for 270,000 Turkish lira ($93,000).Turkey is looking for new ways to promote its key tourism industry, which is expected to suffer a battering this year due to the security situation after a string of deadly attacks.Hundreds of people watched the two-and-a-half hour sinking on nearby boats, cheering and blasting their foghorns as the nose of the plane finally went down, video images showed.""Our goal is to make Kusadasi a centre of diving tourism,"" said Aydin´s mayor Ozlem Cercioglu.""Our goal is to protect the underwater life. And with these goals in mind, we have witnessed one of the biggest wrecks in the world.""She added: ""Our main target to diversify tourism in Kusadasi and have a 12 month season.""Three small planes have been sunk off Turkish resorts of recent years in the hope of promoting dive tourism but this is the first time Turkey has sent such a large aircraft to the bottom of the sea.",6/5/2016,Turkey sinks Airbus jet to boost dive touri,business,"['ISTANBUL', 'Turkish', 'A300', 'Airbus', 'Aegean', 'Sea', 'Kusadasi', 'Aydin', 'Dogan', 'Cihan', 'Aydin', 'Turkish', 'Turkey', 'Kusadasi', 'Aydin´s', 'Ozlem', 'Cercioglu', 'Kusadasi', 'Turkish', 'Turkey']","['I-ORG', 'I-LOC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC']"
489,"JEDDAH, Saudi Arabia: Saudi officials have finalised a detailed plan to diversify the country´s economy away from oil and have sent it for cabinet approval, official media said on Monday.The National Transformation Programme (NTP) will elaborate upon Vision 2030, an 84-page document released in April by Deputy Crown Prince Mohammed bin Salman, 30, who is leading the reform charge.At the heart of the Vision is a plan to float less than five percent of state oil firm Saudi Aramco on the stock market.The proceeds would become part of the world´s largest state investment fund, with $2 trillion in assets.Profits from the investment fund would help economic diversification and provide an alternative to oil revenues that have fallen by about half since 2014.The collapse has accelerated Saudi efforts to move away from petroleum which still accounts for the bulk of government income.The main economic coordinating body, the Council of Economic Affairs and Development chaired by Prince Mohammed, on Sunday night decided to submit the ""final version"" of the NTP to the cabinet for approval, the Saudi Press Agency said.The cabinet normally meets on Mondays. A press conference is expected in the Red Sea city of Jeddah, the summer home of the government, on Monday night.According to Vision 2030, the NTP relates to the government´s role ""in implementing the initiatives necessary for delivering on national priorities.""It said opportunities for partnering with the private sector were being looked at, ""as well as innovative administrative and funding approaches. We are detailing specific initiatives that have clear performance indicators.""Among its wide-ranging goals the Vision aims to reduce unemployment, increase women´s participation in the workforce, boost private sector economic contributions, and develop cultural and entertainment activities in the kingdom.Saudi Arabia is one of the world´s most conservative societies, but more than half of its citizen population is younger than 25.",6/6/2016,Saudi economic diversification plan finalised,business,"['JEDDAH', 'Saudi', 'Arabia', 'Saudi', 'National', 'Transformation', 'Programme', 'NTP', 'Vision', 'Mohammed', 'bin', 'Salman', 'Vision', 'Saudi', 'Aramco', 'Saudi', 'Council', 'of', 'Economic', 'Affairs', 'and', 'Development', 'Mohammed', 'NTP', 'Saudi', 'Press', 'Agency', 'Red', 'Sea', 'Jeddah', 'Vision', 'NTP', 'Saudi', 'Arabia']","['I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-MISC', 'I-PER', 'I-PER', 'I-PER', 'I-MISC', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-ORG', 'I-LOC', 'I-LOC']"
